"visit_date","week","utm_source","utm_medium","utm_campaign","visitors_count","total_cost","leads_count","purchases_count","revenue","visitor_to_lead_conversion","lead_to_purchase_conversion"
2023-06-14,24,organic,organic,,1310,,3,1,24666,,0.33
2023-06-14,24,telegram,cpp,base-frontend,11,,,,,,
2023-06-14,24,telegram,cpp,base-python,3,,,,,,
2023-06-14,24,telegram,cpp,dod-frontend,1,,,,,,
2023-06-14,24,telegram,cpp,dod-php,1,,,,,,
2023-06-14,24,telegram,cpp,prof-frontend,1,,,,,,
2023-06-14,24,telegram,cpp,prof-java,3,,,,,,
2023-06-14,24,telegram,cpp,prof-python,12,,,,,,
2023-06-14,24,telegram,social,dod-professions,19,,1,,,0.05,
2023-06-14,24,telegram,social,hexlet-blog,1,,,,,,
2023-06-14,24,telegram,social,mdtruehaskell--funktsionalnyy-yazyk,1,,,,,,
2023-06-14,24,telegram,social,promo,1,,,,,,
2023-06-14,24,timepad,cpp,base-frontend,43,,,,,,
2023-06-14,24,twitter,social,"51-letniy-student-heksleta-dmitriy-rassk",1,,,,,,
2023-06-14,24,vc,cpp,dod-frontend,2,,1,,,0.50,
2023-06-14,24,vk,cpc,freemium-frontend,8,2479,,,,,
2023-06-14,24,vk,cpc,freemium-python,7,2895,,,,,
2023-06-14,24,vk,cpc,prof-data-analytics,10,4189,,,,,
2023-06-14,24,vk,cpc,prof-frontend,5,5077,,,,,
2023-06-14,24,vk,cpc,prof-java,5,4112,,,,,
2023-06-14,24,vk,cpc,prof-python,5,5074,,,,,
2023-06-14,24,vk,cpp,dod-frontend,7,,,,,,
2023-06-14,24,vk,social,all-courses,1,,,,,,
2023-06-14,24,vk,social,base-python,3,,,,,,
2023-06-14,24,vk,social,dod-frontend,1,,,,,,
2023-06-14,24,vk,social,dod-professions,4,,,,,,
2023-06-14,24,vk,social,general,1,,,,,,
2023-06-14,24,vk,social,hexlet-blog,2,,,,,,
2023-06-14,24,vk,social,prof-python,2,,,,,,
2023-06-14,24,vk-senler,cpc,dod-frontend,2,,,,,,
2023-06-14,24,vk-senler,cpc,dod-professions,1,,,,,,
2023-06-14,24,vk-senler,cpc,freemium,15,,,,,,
2023-06-14,24,yandex,cpc,base-frontend,42,,,,,,
2023-06-14,24,yandex,cpc,base-java,57,,,,,,
2023-06-14,24,yandex,cpc,base-professions-retarget,8,722,,,,,
2023-06-14,24,yandex,cpc,base-python,53,,,,,,
2023-06-14,24,yandex,cpc,dod-frontend,15,984,,,,,
2023-06-14,24,yandex,cpc,dod-java,12,,,,,,
2023-06-14,24,yandex,cpc,dod-php,8,,,,,,
2023-06-14,24,yandex,cpc,dod-professions,12,1471,,,,,
2023-06-14,24,yandex,cpc,dod-python-java,7,909,,,,,
2023-06-14,24,yandex,cpc,dod-qa,7,,,,,,
2023-06-14,24,yandex,cpc,freemium,215,18752,,,,,
2023-06-14,24,yandex,cpc,prof-data-analytics,32,8854,,,,,
2023-06-14,24,yandex,cpc,prof-frontend,165,70624,,,,,
2023-06-14,24,yandex,cpc,prof-java,163,37151,,,,,
2023-06-14,24,yandex,cpc,prof-professions-brand,49,3580,,,,,
2023-06-14,24,yandex,cpc,prof-professions-retarget,27,694,,,,,
2023-06-14,24,yandex,cpc,prof-python,170,41766,,,,,
2023-06-14,24,yandex-direct,cpc,"19183657",1,,,,,,
2023-06-14,24,yandex.com,organic,,4,,,,,,
2023-06-14,24,zen,social,prof-frontend,1,,,,,,
2023-06-15,24,admitad,cpa,admitad,46,,,,,,
2023-06-15,24,baidu.com,organic,,4,,,,,,
2023-06-15,24,bing.com,organic,,36,,,,,,
2023-06-15,24,dzen,social,dzen-post,1,,,,,,
2023-06-15,24,dzen,social,dzen_post,2,,1,,,0.50,
2023-06-15,24,facebook,cpc,python,1,,,,,,
2023-06-15,24,google,organic,,4726,,6,,,,
2023-06-15,24,instagram,social,all-courses,1,,,,,,
2023-06-15,24,organic,organic,,799,,2,,,,
2023-06-15,24,podcast,social,all-courses,1,,,,,,
2023-06-15,24,slack,social,hexlet,1,,,,,,
2023-06-15,24,telegram,cpm,java,1,,,,,,
2023-06-15,24,telegram,cpp,base-frontend,12,,,,,,
2023-06-15,24,telegram,cpp,base-java,2,,,,,,
2023-06-15,24,telegram,cpp,dod-frontend,1,,,,,,
2023-06-15,24,telegram,cpp,prof-frontend,1,,,,,,
2023-06-15,24,telegram,cpp,prof-java,5,,,,,,
2023-06-15,24,telegram,cpp,prof-python,6,,,,,,
2023-06-15,24,telegram,social,course_completed,1,,,,,,
2023-06-15,24,telegram,social,dod-professions,2,,,,,,
2023-06-15,24,telegram,social,prof-qa,1,,,,,,
2023-06-15,24,telegram,social,webinars,1,,,,,,
2023-06-15,24,timepad,cpp,base-frontend,1,,,,,,
2023-06-15,24,twitter,social,grokaem_algoritmy,1,,,,,,
2023-06-15,24,twitter,social,oop-i-arhitektura-koda-kirill-mokevni,1,,,,,,
2023-06-15,24,twitter,social,podrobno-rasskazyvaem--pochemu-pleysholde,1,,,,,,
2023-06-15,24,twitter.com,social,istorii-uspeha-nashih-uchenikov-i-vypuskni,1,,,,,,
2023-06-15,24,vc,cpp,dod-professions,1,,,,,,
2023-06-15,24,vk,cpc,freemium-frontend,7,2534,,,,,
2023-06-15,24,vk,cpc,freemium-java,6,2538,,,,,
2023-06-15,24,vk,cpc,freemium-python,9,2536,,,,,
2023-06-15,24,vk,cpc,prof-data-analytics,9,4564,,,,,
2023-06-15,24,vk,cpc,prof-frontend,5,4688,1,,,0.20,
2023-06-15,24,vk,cpc,prof-java,6,4264,,,,,
2023-06-15,24,vk,cpc,prof-python,3,5837,,,,,
2023-06-15,24,vk,cpc,yaintern,1,,,,,,
2023-06-15,24,vk,cpp,base-frontend,2,,,,,,
2023-06-15,24,vk,cpp,dod-frontend,3,,,,,,
2023-06-15,24,vk,social,all-courses,3,,,,,,
2023-06-15,24,vk,social,base-python,1,,,,,,
2023-06-15,24,vk,social,dod-professions,1,,,,,,
2023-06-15,24,vk,social,hexlet-blog,3,,,,,,
2023-06-15,24,vk-senler,cpc,dod-frontend,2,,,,,,
2023-06-15,24,vk-senler,cpc,freemium,14,,,,,,
2023-06-15,24,vkontakte,social,button-vk,1,,,,,,
2023-06-15,24,yandex,cpc,base-frontend,38,,,,,,
2023-06-15,24,yandex,cpc,base-java,61,,,,,,
2023-06-15,24,yandex,cpc,base-professions-retarget,8,,,,,,
2023-06-15,24,yandex,cpc,base-python,49,,,,,,
2023-06-15,24,yandex,cpc,dod-frontend,20,908,,,,,
2023-06-15,24,yandex,cpc,dod-java,8,,,,,,
2023-06-15,24,yandex,cpc,dod-php,6,,,,,,
2023-06-15,24,yandex,cpc,dod-professions,17,3925,,,,,
2023-06-15,24,yandex,cpc,dod-python-java,10,4554,,,,,
2023-06-15,24,yandex,cpc,dod-qa,7,,,,,,
2023-06-15,24,yandex,cpc,freemium,238,15317,,,,,
2023-06-15,24,yandex,cpc,prof-data-analytics,28,6556,,,,,
2023-06-15,24,yandex,cpc,prof-frontend,164,69171,,,,,
2023-06-15,24,yandex,cpc,prof-java,130,34902,,,,,
2023-06-15,24,yandex,cpc,prof-professions-brand,49,5511,,,,,
2023-06-15,24,yandex,cpc,prof-professions-retarget,27,1290,,,,,
2023-06-15,24,yandex,cpc,prof-python,156,41982,,,,,
2023-06-15,24,yandex.com,organic,,1,,,,,,
2023-06-15,24,zen,social,all-courses,1,,,,,,
2023-06-16,24,admitad,cpa,"442763",1,,,,,,
2023-06-16,24,admitad,cpa,admitad,30,,,,,,
2023-06-16,24,admitad,cpc,"183258",1,,,,,,
2023-06-16,24,baidu.com,organic,,1,,,,,,
2023-06-16,24,bing.com,organic,,33,,,,,,
2023-06-16,24,google,organic,,4162,,5,2,79584,,0.40
2023-06-16,24,instagram,social,base-python,1,,,,,,
2023-06-16,24,instagram,social,promo,1,,,,,,
2023-06-16,24,organic,organic,,1208,,1,,,,
2023-06-16,24,telegram,cpm,java,1,,,,,,
2023-06-16,24,telegram,cpp,base-frontend,8,,,,,,
2023-06-16,24,telegram,cpp,base-java,1,,,,,,
2023-06-16,24,telegram,cpp,dod-java,2,,,,,,
2023-06-16,24,telegram,cpp,prof-frontend,1,,,,,,
2023-06-16,24,telegram,cpp,prof-java,3,,,,,,
2023-06-16,24,telegram,cpp,prof-python,5,,,,,,
2023-06-16,24,telegram,social,course_completed,1,,,,,,
2023-06-16,24,telegram,social,dod-professions,3,,1,,,0.33,
2023-06-16,24,timepad,cpp,base-frontend,1,,,,,,
2023-06-16,24,twitter,social,all-courses,1,,,,,,
2023-06-16,24,twitter,social,v-etoy-statie-my-dadim-neskolko-sovetov,1,,,,,,
2023-06-16,24,twitter,social,v-kontse-yanvarya-praktika-heksleta-ne-rabo,1,,,,,,
2023-06-16,24,vk,cpc,freemium-frontend,4,2535,,,,,
2023-06-16,24,vk,cpc,freemium-java,7,2398,,,,,
2023-06-16,24,vk,cpc,freemium-python,5,2537,,,,,
2023-06-16,24,vk,cpc,php,2,,,,,,
2023-06-16,24,vk,cpc,prof-data-analytics,13,4594,,,,,
2023-06-16,24,vk,cpc,prof-frontend,8,5458,1,,,0.13,
2023-06-16,24,vk,cpc,prof-java,9,4427,1,,,0.11,
2023-06-16,24,vk,cpc,prof-php,1,,,,,,
2023-06-16,24,vk,cpc,prof-python,13,5838,,,,,
2023-06-16,24,vk,cpc,yaintern,1,,,,,,
2023-06-16,24,vk,cpm,base,1,,,,,,
2023-06-16,24,vk,cpp,dod-frontend,1,,,,,,
2023-06-16,24,vk,social,all-courses,1,,,,,,
2023-06-16,24,vk,social,base-frontend,1,,,,,,
2023-06-16,24,vk,social,base-python,3,,,,,,
2023-06-16,24,vk,social,dod-frontend,1,,,,,,
2023-06-16,24,vk,social,dod-professions,2,,,,,,
2023-06-16,24,vk,social,general,1,,,,,,
2023-06-16,24,vk,social,prof-python,2,,,,,,
2023-06-16,24,vk-senler,cpc,freemium,10,,,,,,
2023-06-16,24,yandex,cpc,base-frontend,44,,,,,,
2023-06-16,24,yandex,cpc,base-java,59,,,,,,
2023-06-16,24,yandex,cpc,base-professions-retarget,10,,,,,,
2023-06-16,24,yandex,cpc,base-python,51,,,,,,
2023-06-16,24,yandex,cpc,dod-frontend,22,,,,,,
2023-06-16,24,yandex,cpc,dod-java,12,,,,,,
2023-06-16,24,yandex,cpc,dod-php,6,,,,,,
2023-06-16,24,yandex,cpc,dod-professions,15,3077,,,,,
2023-06-16,24,yandex,cpc,dod-python-java,5,3259,,,,,
2023-06-16,24,yandex,cpc,dod-qa,5,,,,,,
2023-06-16,24,yandex,cpc,freemium,233,17913,,,,,
2023-06-16,24,yandex,cpc,prof-data-analytics,39,5576,,,,,
2023-06-16,24,yandex,cpc,prof-frontend,137,58935,,,,,
2023-06-16,24,yandex,cpc,prof-java,112,36459,,,,,
2023-06-16,24,yandex,cpc,prof-professions-brand,48,5794,,,,,
2023-06-16,24,yandex,cpc,prof-professions-retarget,35,1085,,,,,
2023-06-16,24,yandex,cpc,prof-python,168,39215,,,,,
2023-06-17,24,Yandex,cpc,"06892634",1,,,,,,
2023-06-17,24,Yandex,cpc,"93234055",1,,,,,,
2023-06-17,24,admitad,cpa,admitad,34,,,,,,
2023-06-17,24,baidu.com,organic,,2,,,,,,
2023-06-17,24,bing.com,organic,,22,,,,,,
2023-06-17,24,facebook,social,hexlet-blog,1,,,,,,
2023-06-17,24,google,organic,,2598,,4,,,,
2023-06-17,24,instagram,social,prof-data-analyst,1,,,,,,
2023-06-17,24,organic,organic,,1028,,3,1,37500,,0.33
2023-06-17,24,telegram,cpm,base_python,1,,,,,,
2023-06-17,24,telegram,cpm,java,1,,,,,,
2023-06-17,24,telegram,cpp,base-frontend,8,,,,,,
2023-06-17,24,telegram,cpp,base-java,2,,,,,,
2023-06-17,24,telegram,cpp,base-python,1,,,,,,
2023-06-17,24,telegram,cpp,prof-frontend,3,,,,,,
2023-06-17,24,telegram,cpp,prof-java,1,,,,,,
2023-06-17,24,telegram,cpp,prof-python,1,,,,,,
2023-06-17,24,timepad,cpp,base-frontend,1,,,,,,
2023-06-17,24,vk,cpc,freemium-frontend,4,2536,,,,,
2023-06-17,24,vk,cpc,freemium-java,5,1522,,,,,
2023-06-17,24,vk,cpc,freemium-python,4,2537,,,,,
2023-06-17,24,vk,cpc,frontend,2,,,,,,
2023-06-17,24,vk,cpc,prof-data-analytics,5,5327,,,,,
2023-06-17,24,vk,cpc,prof-frontend,7,4974,,,,,
2023-06-17,24,vk,cpc,prof-java,6,4124,,,,,
2023-06-17,24,vk,cpc,prof-python,8,7362,,,,,
2023-06-17,24,vk,cpc,prof-qa,1,,,,,,
2023-06-17,24,vk,cpm,base,1,,,,,,
2023-06-17,24,vk,cpp,base-frontend,1,,,,,,
2023-06-17,24,vk,social,dod-professions,5,,,,,,
2023-06-17,24,vk,social,general,2,,,,,,
2023-06-17,24,vk,social,prof-data-analytics,1,,,,,,
2023-06-17,24,vk,social,promo,1,,,,,,
2023-06-17,24,vk-senler,cpc,freemium,15,,,,,,
2023-06-17,24,yandex,cpc,base-frontend,39,,,,,,
2023-06-17,24,yandex,cpc,base-java,43,,,,,,
2023-06-17,24,yandex,cpc,base-professions-retarget,8,,,,,,
2023-06-17,24,yandex,cpc,base-python,63,,,,,,
2023-06-17,24,yandex,cpc,dod-frontend,13,,,,,,
2023-06-17,24,yandex,cpc,dod-java,6,,,,,,
2023-06-17,24,yandex,cpc,dod-php,11,,,,,,
2023-06-17,24,yandex,cpc,dod-professions,25,4770,,,,,
2023-06-17,24,yandex,cpc,dod-python-java,9,2138,,,,,
2023-06-17,24,yandex,cpc,dod-qa,11,,,,,,
2023-06-17,24,yandex,cpc,freemium,200,14413,,,,,
2023-06-17,24,yandex,cpc,prof-data-analytics,34,7663,,,,,
2023-06-17,24,yandex,cpc,prof-frontend,132,59871,,,,,
2023-06-17,24,yandex,cpc,prof-java,131,27510,,,,,
2023-06-17,24,yandex,cpc,prof-professions-brand,58,3878,,,,,
2023-06-17,24,yandex,cpc,prof-professions-retarget,22,1103,,,,,
2023-06-17,24,yandex,cpc,prof-python,174,45139,,,,,
2023-06-17,24,yandex-direct,cpc,"50088205",1,,,,,,
2023-06-17,24,yandex.com,organic,,2,,,,,,
2023-06-17,24,zen,social,zen_post,1,,,,,,
2023-06-18,24,Yandex,cpc,"39770358",1,,,,,,
2023-06-18,24,Yandex,cpc,"77386453",1,,,,,,
2023-06-18,24,Yandex,cpc,"81276251",1,,,,,,
2023-06-18,24,admitad,cpa,admitad,45,,,,,,
2023-06-18,24,baidu.com,organic,,1,,,,,,
2023-06-18,24,bing.com,organic,,19,,,,,,
2023-06-18,24,facebook,cpc,freemium,1,,,,,,
2023-06-18,24,google,organic,,3046,,3,,,,
2023-06-18,24,organic,organic,,558,,1,,,,
2023-06-18,24,partners,cpm,all,1,,,,,,
2023-06-18,24,telegram,cpp,base-frontend,9,,,,,,
2023-06-18,24,telegram,cpp,base-java,1,,,,,,
2023-06-18,24,telegram,cpp,base-python,2,,,,,,
2023-06-18,24,telegram,cpp,dod-frontend,1,,,,,,
2023-06-18,24,telegram,cpp,prof-java,1,,,,,,
2023-06-18,24,telegram,cpp,prof-python,2,,,,,,
2023-06-18,24,telegram,cpp,prof-qa,1,,,,,,
2023-06-18,24,telegram,social,base-frontend,1,,,,,,
2023-06-18,24,telegram,social,hexlet-blog,1,,,,,,
2023-06-18,24,telegram,social,mdtruehaskell--funktsionalnyy-yazyk,1,,,,,,
2023-06-18,24,twitter,social,all-courses,1,,,,,,
2023-06-18,24,twitter,social,course_completed,1,,,,,,
2023-06-18,24,vc,cpp,dod-professions,2,,,,,,
2023-06-18,24,vk,cpc,freemium-frontend,5,2535,,,,,
2023-06-18,24,vk,cpc,freemium-python,6,2536,,,,,
2023-06-18,24,vk,cpc,prof-data-analytics,9,3579,,,,,
2023-06-18,24,vk,cpc,prof-frontend,2,2912,,,,,
2023-06-18,24,vk,cpc,prof-java,6,4663,,,,,
2023-06-18,24,vk,cpc,prof-python,4,4591,,,,,
2023-06-18,24,vk,cpp,base-frontend,1,,,,,,
2023-06-18,24,vk,social,all-courses,1,,,,,,
2023-06-18,24,vk,social,dod-professions,4,,,,,,
2023-06-18,24,vk,social,prof-python,1,,,,,,
2023-06-18,24,vk-senler,cpc,dod-frontend,1,,,,,,
2023-06-18,24,vk-senler,cpc,dod-professions,8,,,,,,
2023-06-18,24,vk-senler,cpc,freemium,13,,,,,,
2023-06-18,24,vkontakte,social,button-vk,1,,,,,,
2023-06-18,24,yandex,cpc,base-frontend,27,,,,,,
2023-06-18,24,yandex,cpc,base-java,61,,,,,,
2023-06-18,24,yandex,cpc,base-professions-retarget,9,,,,,,
2023-06-18,24,yandex,cpc,base-python,43,,,,,,
2023-06-18,24,yandex,cpc,dod-frontend,21,,,,,,
2023-06-18,24,yandex,cpc,dod-java,8,,,,,,
2023-06-18,24,yandex,cpc,dod-php,11,,,,,,
2023-06-18,24,yandex,cpc,dod-professions,14,7438,,,,,
2023-06-18,24,yandex,cpc,dod-python-java,8,3374,,,,,
2023-06-18,24,yandex,cpc,dod-qa,4,,,,,,
2023-06-18,24,yandex,cpc,freemium,219,16798,,,,,
2023-06-18,24,yandex,cpc,prof-data-analytics,27,6446,,,,,
2023-06-18,24,yandex,cpc,prof-frontend,149,50806,,,,,
2023-06-18,24,yandex,cpc,prof-java,111,28605,,,,,
2023-06-18,24,yandex,cpc,prof-professions-brand,51,3300,,,,,
2023-06-18,24,yandex,cpc,prof-professions-retarget,25,1491,,,,,
2023-06-18,24,yandex,cpc,prof-python,163,39233,,,,,
2023-06-18,24,yandex-direct,cpc,"97574364",1,,,,,,
2023-06-18,24,zen,social,hexlet-blog,1,,,,,,
2023-06-18,24,zen,social,prof-data-analyst,1,,,,,,
2023-06-19,25,Yandex,cpc,"52168119",1,,,,,,
2023-06-19,25,Yandex,cpm,"84109871",1,,,,,,
2023-06-19,25,admitad,cpa,admitad,33,,,,,,
2023-06-19,25,bing.com,organic,,31,,,,,,
2023-06-19,25,dzen,social,dzen-post,1,,,,,,
2023-06-19,25,go.mail.ru,organic,,2,,,,,,
2023-06-19,25,google,organic,,374,,2,1,9840,0.01,0.50
2023-06-19,25,instagram,social,all-courses,1,,,,,,
2023-06-19,25,instagram,social,hexlet-blog,1,,,,,,
2023-06-19,25,organic,organic,,750,,2,,,,
2023-06-19,25,search.ukr.net,organic,,1,,,,,,
2023-06-19,25,telegram,cpm,java,1,,,,,,
2023-06-19,25,telegram,cpp,base-frontend,8,,,,,,
2023-06-19,25,telegram,cpp,base-python,1,,,,,,
2023-06-19,25,telegram,cpp,dod-java,1,,,,,,
2023-06-19,25,telegram,cpp,prof-python,2,,,,,,
2023-06-19,25,telegram,social,kak-blagodarya-heksletu-ya-ustroilsya-v-epa,1,,,,,,
2023-06-19,25,telegram,social,promo,1,,,,,,
2023-06-19,25,telegram,social,special-newyear23,1,,,,,,
2023-06-19,25,timepad,cpp,base-frontend,1,,,,,,
2023-06-19,25,twitter,social,devushki_v_it,1,,,,,,
2023-06-19,25,twitter,social,hexlet-blog,1,,,,,,
2023-06-19,25,twitter,social,obuchenie-programmirovaniyu-v-30 -let-pod,1,,,,,,
2023-06-19,25,twitter.com,social,istorii-uspeha-nashih-uchenikov-i-vypuskni,3,,,,,,
2023-06-19,25,vc,cpp,dod-professions,1,,,,,,
2023-06-19,25,vk,cpc,freemium-frontend,2,2536,,,,,
2023-06-19,25,vk,cpc,freemium-java,3,2423,,,,,
2023-06-19,25,vk,cpc,freemium-python,8,2479,,,,,
2023-06-19,25,vk,cpc,prof-data-analytics,8,5326,,,,,
2023-06-19,25,vk,cpc,prof-frontend,9,5078,,,,,
2023-06-19,25,vk,cpc,prof-java,10,5469,,,,,
2023-06-19,25,vk,cpc,prof-python,15,4934,,,,,
2023-06-19,25,vk,cpp,dod-frontend,1,,,,,,
2023-06-19,25,vk,cpp,dod-python-java,4,,,,,,
2023-06-19,25,vk,social,all-courses,1,,,,,,
2023-06-19,25,vk,social,base-java,2,,,,,,
2023-06-19,25,vk,social,base-php,1,,,,,,
2023-06-19,25,vk,social,base-python,3,,,,,,
2023-06-19,25,vk,social,dod-professions,1,,,,,,
2023-06-19,25,vk,social,general,2,,,,,,
2023-06-19,25,vk-senler,cpc,freemium,11,,,,,,
2023-06-19,25,yandex,cpc,base-frontend,43,,,,,,
2023-06-19,25,yandex,cpc,base-java,66,,,,,,
2023-06-19,25,yandex,cpc,base-professions-retarget,14,,,,,,
2023-06-19,25,yandex,cpc,base-python,60,,,,,,
2023-06-19,25,yandex,cpc,dod-frontend,18,,,,,,
2023-06-19,25,yandex,cpc,dod-java,6,,,,,,
2023-06-19,25,yandex,cpc,dod-php,6,,,,,,
2023-06-19,25,yandex,cpc,dod-professions,6,3683,,,,,
2023-06-19,25,yandex,cpc,dod-python-java,8,2012,,,,,
2023-06-19,25,yandex,cpc,dod-qa,8,,,,,,
2023-06-19,25,yandex,cpc,freemium,239,17212,,,,,
2023-06-19,25,yandex,cpc,prof-data-analytics,35,6048,,,,,
2023-06-19,25,yandex,cpc,prof-frontend,135,72966,,,,,
2023-06-19,25,yandex,cpc,prof-java,143,35136,,,,,
2023-06-19,25,yandex,cpc,prof-professions-brand,45,3111,,,,,
2023-06-19,25,yandex,cpc,prof-professions-retarget,18,1057,,,,,
2023-06-19,25,yandex,cpc,prof-python,185,45990,,,,,
2023-06-19,25,yandex.com,organic,,2,,,,,,
2023-06-19,25,zen,social,all-courses,1,,,,,,
2023-06-19,25,zen,social,hexlet,1,,,,,,
2023-06-20,25,Yandex,cpm,"14191988",1,,,,,,
2023-06-20,25,admitad,cpa,admitad,43,,1,,,0.02,
2023-06-20,25,baidu.com,organic,,1,,,,,,
2023-06-20,25,bing.com,organic,,28,,,,,,
2023-06-20,25,go.mail.ru,organic,,2,,,,,,
2023-06-20,25,google,organic,,5156,,7,3,213969,,0.43
2023-06-20,25,instagram,social,all-courses,1,,,,,,
2023-06-20,25,instagram,social,base-frontend,7,,,,,,
2023-06-20,25,instagram,social,prof-backend,2,,,,,,
2023-06-20,25,instagram,social,prof-frontend,4,,,,,,
2023-06-20,25,instagram,social,prof-java,1,,,,,,
2023-06-20,25,instagram,social,prof-python,1,,,,,,
2023-06-20,25,instagram,social,prof-qa,1,,,,,,
2023-06-20,25,instagram,social,prof-qa-auto,4,,1,,,0.25,
2023-06-20,25,instagram,social,prof-rails,1,,,,,,
2023-06-20,25,organic,organic,,1480,,8,3,159140,0.01,0.38
2023-06-20,25,telegram,cpm,frontend,1,,,,,,
2023-06-20,25,telegram,cpp,base-frontend,6,,,,,,
2023-06-20,25,telegram,cpp,base-java,2,,,,,,
2023-06-20,25,telegram,cpp,base-python,2,,,,,,
2023-06-20,25,telegram,cpp,prof-frontend,1,,,,,,
2023-06-20,25,telegram,cpp,prof-java,1,,,,,,
2023-06-20,25,telegram,social,dod-professions,3,,,,,,
2023-06-20,25,telegram,social,mdtruereshenie-zadach--horoshiy-sposob-z,1,,,,,,
2023-06-20,25,twitter,social,my-poprosili-nastavnikov-heksleta-rasska,1,,,,,,
2023-06-20,25,twitter.com,social,buffer,1,,,,,,
2023-06-20,25,vc,cpp,dod-professions,1,,1,,,1.00,
2023-06-20,25,vk,cpc,freemium-frontend,11,2851,,,,,
2023-06-20,25,vk,cpc,freemium-java,8,2538,,,,,
2023-06-20,25,vk,cpc,freemium-python,3,2127,,,,,
2023-06-20,25,vk,cpc,prof-data-analytics,4,4941,,,,,
2023-06-20,25,vk,cpc,prof-frontend,3,5078,,,,,
2023-06-20,25,vk,cpc,prof-java,8,5205,,,,,
2023-06-20,25,vk,cpc,prof-python,13,5839,,,,,
2023-06-20,25,vk,cpp,dod-python-java,5,,,,,,
2023-06-20,25,vk,social,base-frontend,1,,,,,,
2023-06-20,25,vk,social,base-java,1,,,,,,
2023-06-20,25,vk,social,base-python,1,,,,,,
2023-06-20,25,vk,social,dod-professions,3,,,,,,
2023-06-20,25,vk,social,dod-python-java,1,,,,,,
2023-06-20,25,vk,social,hexlet-blog,2,,,,,,
2023-06-20,25,vk-senler,cpc,dod-professions,1,,,,,,
2023-06-20,25,vk-senler,cpc,freemium,14,,,,,,
2023-06-20,25,yandex,cpc,base-frontend,33,,,,,,
2023-06-20,25,yandex,cpc,base-java,53,3805,,,,,
2023-06-20,25,yandex,cpc,base-professions-retarget,2,,,,,,
2023-06-20,25,yandex,cpc,base-python,58,,,,,,
2023-06-20,25,yandex,cpc,dod-frontend,17,,,,,,
2023-06-20,25,yandex,cpc,dod-java,6,,,,,,
2023-06-20,25,yandex,cpc,dod-php,7,,,,,,
2023-06-20,25,yandex,cpc,dod-professions,17,6422,,,,,
2023-06-20,25,yandex,cpc,dod-python-java,10,3269,,,,,
2023-06-20,25,yandex,cpc,dod-qa,5,,,,,,
2023-06-20,25,yandex,cpc,freemium,242,16145,,,,,
2023-06-20,25,yandex,cpc,prof-data-analytics,38,6795,,,,,
2023-06-20,25,yandex,cpc,prof-frontend,148,68549,,,,,
2023-06-20,25,yandex,cpc,prof-java,119,28063,,,,,
2023-06-20,25,yandex,cpc,prof-professions-brand,47,3263,,,,,
2023-06-20,25,yandex,cpc,prof-professions-retarget,27,784,,,,,
2023-06-20,25,yandex,cpc,prof-python,184,46055,,,,,
2023-06-20,25,yandex-direct,cpc,"26593528",1,,,,,,
2023-06-20,25,yandex-direct,cpc,"70989018",1,,,,,,
2023-06-20,25,yandex-direct,cpc,"85838400",1,,,,,,
2023-06-20,25,yandex.com,organic,,4,,,,,,
2023-06-20,25,zen,social,all-courses,1,,,,,,
2023-06-21,25,Yandex,cpc,"08409986",1,,,,,,
2023-06-21,25,Yandex,cpc,"74431025",1,,,,,,
2023-06-21,25,admitad,cpa,admitad,47,,,,,,
2023-06-21,25,admitad,cpc,"442763",1,,,,,,
2023-06-21,25,bing.com,organic,,32,,,,,,
2023-06-21,25,facebook,social,hexlet-blog,1,,,,,,
2023-06-21,25,google,organic,,780,,,,,,
2023-06-21,25,instagram,social,prof-backend,1,,,,,,
2023-06-21,25,instagram,social,prof-data-analytics,1,,,,,,
2023-06-21,25,instagram,social,prof-frontend,4,,,,,,
2023-06-21,25,instagram,social,prof-java,1,,,,,,
2023-06-21,25,instagram,social,prof-python,1,,,,,,
2023-06-21,25,instagram,social,prof-qa,2,,,,,,
2023-06-21,25,organic,organic,,889,,2,1,268200,,0.50
2023-06-21,25,telegram,cpm,python,1,,,,,,
2023-06-21,25,telegram,cpp,base-frontend,3,,,,,,
2023-06-21,25,telegram,cpp,base-java,5,,,,,,
2023-06-21,25,telegram,cpp,dod-java,1,,,,,,
2023-06-21,25,telegram,cpp,prof-data-analytics,1,,,,,,
2023-06-21,25,telegram,cpp,prof-java,11,,,,,,
2023-06-21,25,telegram,cpp,prof-python,9,,1,,,0.11,
2023-06-21,25,telegram,social,dod-professions,2,,,,,,
2023-06-21,25,telegram,social,kak-optimizirovat-tretiy-proekt-v-professii-python,1,,,,,,
2023-06-21,25,telegram,social,mdtruehaskell--funktsionalnyy-yazyk,1,,,,,,
2023-06-21,25,telegram,social,promo,1,,,,,,
2023-06-21,25,telegram,social,u-nas-chasto-sprashivayut--kakie-knigi-nuzhn,1,,,,,,
2023-06-21,25,tg,social,hostel,1,,,,,,
2023-06-21,25,twitter,social,hexlet-blog,1,,,,,,
2023-06-21,25,twitter,social,promo,1,,,,,,
2023-06-21,25,vk,cpc,freemium,1,,,,,,
2023-06-21,25,vk,cpc,freemium-frontend,7,2537,,,,,
2023-06-21,25,vk,cpc,freemium-java,6,2537,,,,,
2023-06-21,25,vk,cpc,freemium-python,5,2193,,,,,
2023-06-21,25,vk,cpc,prof-data-analytics,13,6090,,,,,
